ID,LIMIT_BAL,MARRIAGE,EDUCATION,SEX,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,TARGET
14834,140000,1,2,1,44,5705,6715,7736,1
14835,190000,2,2,1,54,300,300,300,1
14836,170000,1,3,1,49,3956,3081,0,1
14837,180000,1,3,1,46,14960,11080,12695,1
14838,160000,2,2,1,51,123474,125565,120847,1
14839,190000,2,2,1,45,72034,75711,75322,1
14840,210000,2,3,1,43,67046,68439,69258,1
14841,180000,1,3,1,46,1092,1733,1405,1
14842,190000,2,3,1,54,167094,86193,-25443,1
14843,2.00E+05,1,4,1,41,452600,364447,318029,1
14844,180000,1,1,1,52,8133,10978,10511,1
14845,190000,2,2,1,49,24927,27689,26960,1
14846,180000,1,1,1,56,0,0,0,1
14847,160000,1,2,1,51,47053,11165,12186,1
14848,150000,1,1,1,50,8145,10474,10000,1
14849,230000,1,2,1,46,98588,100545,102651,1
14850,220000,1,1,1,43,41087,42109,43135,1
14851,180000,2,1,1,49,0,0,0,1
14852,170000,1,1,1,48,88702,101498,104480,1
14853,220000,1,2,1,46,81647,65470,73855,1
14854,170000,1,1,1,50,57470,58713,60251,1
14855,170000,1,2,1,44,0,0,0,1
14856,210000,1,2,1,48,31511,30705,31809,1
14857,190000,1,2,1,43,278127,42518,31900,1
14858,210000,1,2,1,46,1041,780,390,1
14859,210000,1,3,1,45,346225,353200,337593,1
14860,180000,2,2,1,45,19626,20002,19916,1
14861,2.00E+05,2,4,1,47,69257,70055,18997,1
14862,180000,1,1,1,49,3997,2522,0,1
14863,190000,1,1,1,54,2500,0,0,1
14864,240000,1,1,1,50,759,-660,-660,1
14865,190000,3,1,1,47,0,0,0,1
14866,210000,1,3,1,52,97719,99733,97297,1
14867,170000,1,3,1,44,245193,250672,256178,1
14868,180000,2,3,1,52,-6676,5953,2870,1
14869,220000,2,1,1,46,50717,36507,14890,1
14870,210000,1,2,1,50,50757,78196,43733,1
14871,180000,2,1,1,50,19165,16851,14431,1
14872,160000,1,2,1,44,14496,15546,16303,1
14873,220000,1,1,1,47,1472,211,-1050,1
14874,2.00E+05,1,2,1,51,6854,560,10600,1
14875,210000,1,2,1,48,13139,12636,15212,1
14876,190000,1,2,1,48,48556,49240,48647,1
14877,180000,1,3,1,48,23959,23276,25294,1
14878,170000,1,3,1,53,0,0,0,1
14879,250000,1,3,1,48,-281,2520,7508,1
14880,190000,3,2,2,47,82172,80266,85919,1
14881,120000,2,1,2,49,6450,10744,0,1
14882,180000,2,2,2,47,35208,36619,38026,1
14883,160000,1,2,2,45,25547,24838,27725,1
14884,170000,2,2,2,45,16557,17975,20366,1
14885,240000,2,2,2,46,0,0,4690,1
14886,220000,2,3,2,47,85123,40882,35428,1
14887,190000,2,1,2,52,94699,92290,90719,1
14888,130000,2,2,2,52,354626,356006,351383,1
14889,170000,1,2,2,46,358897,357100,362900,1
14890,170000,2,3,2,44,43616,44597,45784,1
14891,2.00E+05,2,3,2,47,176925,179079,186166,1
14892,180000,2,2,2,50,8031,9269,9029,1
14893,210000,2,2,2,46,120844,123333,126347,1
14894,160000,2,2,2,50,18872,21734,21103,1
14895,210000,1,2,2,45,112676,113924,116828,1
14896,180000,2,3,2,49,19006,19113,16376,1
14897,240000,2,2,2,53,0,0,0,1
14898,2.00E+05,2,2,2,51,49119,44419,42521,1
14899,210000,1,2,2,53,19915,19902,19299,1
14900,230000,1,2,2,50,19891,15895,17140,1
14901,220000,1,2,2,52,390,0,49140,1
14902,2.00E+05,2,2,2,47,57697,48934,44653,1
14903,170000,2,2,2,50,30633,37119,36263,1
14904,180000,2,2,2,46,22353,21720,21098,1
14905,190000,2,2,2,51,30324,30123,30299,1
14906,2.00E+05,1,2,2,50,40439,37936,36489,1
14907,170000,2,2,2,44,729,479,859,1
14908,230000,2,2,2,48,18021,17439,17466,1
14909,160000,2,1,2,50,1330,5719,15578,1
14910,170000,2,2,2,45,61558,59967,59693,1
14911,130000,2,2,2,51,5699,7434,8164,1
14912,190000,2,1,2,50,27588,30354,29150,1
14913,170000,2,3,2,50,4536,0,0,1
14914,140000,2,2,2,49,11222,11738,13255,1
14915,180000,2,3,2,52,12831,12328,15195,1
14916,150000,2,2,2,39,46403,34438,30920,1
14917,170000,2,2,2,50,15596,15053,15773,1
14918,180000,2,3,2,51,69614,68836,69714,1
14919,110000,1,2,2,43,30525,28574,14220,1
14920,2.00E+05,1,2,2,46,65460,64128,62736,1
14921,160000,1,1,2,51,30380,25839,25963,1
14922,120000,2,1,2,48,1650,1650,1650,1
14923,160000,2,2,2,47,28709,28649,29619,1
14924,210000,2,2,2,51,43634,0,0,1
14925,160000,2,1,2,47,7285,7022,7887,1
14926,180000,2,2,2,51,90508,89618,75342,1
14927,190000,2,2,2,50,28277,27295,27403,1
14928,220000,2,2,2,50,7127,6867,8095,1
14929,120000,1,2,2,47,579,1186,0,1
14930,190000,2,4,2,48,24979,26418,26791,1
14931,160000,2,1,2,48,25046,25174,27850,1
14932,140000,2,2,2,46,21775,21127,23772,1
14933,170000,2,3,2,51,8506,10194,10928,1
14934,170000,1,2,2,49,90371,87525,89052,1
14935,160000,1,2,2,51,27458,21203,18394,1
14936,180000,2,2,2,45,67588,68983,70691,1
14937,170000,2,2,2,50,6220,5975,8104,1
14938,170000,2,2,2,49,322,322,322,1
14939,130000,2,2,2,43,140286,143649,435,1
14940,190000,2,2,2,47,71975,64153,47680,1
14941,230000,2,3,2,52,20933,22202,21867,1
14942,2.00E+05,2,2,2,47,19112,20115,20837,1
14943,210000,2,3,2,51,7067,8092,7820,1
14944,210000,2,2,2,47,25193,24490,27474,1
14945,170000,2,2,2,52,97259,50017,48560,1
14946,190000,2,3,2,44,50345,49245,50061,1
14947,2.00E+05,2,3,2,45,174519,179122,182680,1
14948,140000,2,1,2,50,57396,58941,60630,1
14949,180000,2,3,2,44,45049,43379,46097,1
14950,150000,1,2,2,46,16505,18817,18227,1
14951,190000,2,2,2,49,48393,49405,50934,1
14952,210000,2,2,2,49,1077,7882,816,1
14953,150000,2,4,2,47,1407,4989,998,1
14954,170000,2,3,2,41,1015,19214,15703,1
14955,180000,2,2,2,47,47588,47721,31027,1
14956,2.00E+05,2,3,2,46,2521,17360,0,1
14957,2.00E+05,1,2,2,49,8030,8030,8030,1
14958,210000,2,2,2,47,80055,82646,81229,1
14959,210000,2,3,2,45,40959,43870,42891,1
14960,160000,2,1,2,50,106621,105893,107838,1
14961,170000,2,2,2,55,111170,113387,115807,1
14962,190000,2,1,2,53,144010,142724,142802,1
14963,220000,2,2,2,50,17690,19102,19502,1
14964,160000,2,2,2,47,77651,78651,79972,1
14965,210000,1,2,2,46,262518,180499,138326,1
14966,2.00E+05,2,2,2,52,0,0,0,1
14967,220000,1,2,2,49,101429,79254,80910,1
14968,170000,1,2,2,47,34250,34833,35625,1
14969,180000,2,2,2,50,135432,136312,131559,1
14970,220000,1,2,2,50,69762,68914,69252,1
14971,180000,2,2,2,53,26151,24019,26013,1
14972,160000,2,3,2,47,25875,27132,29695,1
14973,150000,2,2,2,46,130318,131351,131352,1
14974,220000,2,2,2,49,65924,58210,60050,1
14975,2.00E+05,2,3,2,47,101347,95956,87294,1
14976,190000,2,2,2,48,52059,49709,8504,1
14977,170000,2,2,2,50,3739,4889,7768,1
14978,160000,2,3,2,51,52204,53250,53799,1
14979,140000,2,3,2,50,37005,38084,41156,1
14980,130000,2,2,2,49,113354,115503,121861,1
14981,230000,2,2,2,54,11174,11989,12997,1
14982,190000,2,2,2,50,1090,490,0,1
14983,2.00E+05,1,2,2,47,59010,57593,56203,1
14984,180000,2,3,2,48,47386,4807,3434,1
14985,210000,2,3,2,45,5892,4824,3784,1
14986,140000,2,2,2,49,97973,100442,89242,1
14987,240000,2,3,2,48,4257,3690,4460,1
14988,190000,2,2,2,53,0,0,2382,1
14989,2.00E+05,2,3,2,50,1040,148,9173,1
14990,180000,1,1,2,49,43165,49091,50453,1
14991,190000,2,3,2,44,106,18719,30000,1
14992,190000,1,2,2,47,47254,43583,35245,1
14993,210000,2,1,2,42,2350,2400,2400,1
14994,170000,2,2,2,51,12492,11995,13324,1
14995,180000,2,2,2,48,46526,47820,48750,1
14996,190000,2,1,2,49,6155,5650,3004,1
14997,140000,2,2,2,55,275855,286812,280337,1
14998,190000,2,3,2,46,110553,108387,111427,1
14999,190000,2,2,2,50,72464,70710,72432,1
15000,170000,2,2,2,51,48286,49286,50006,1
15001,1.00E+05,2,3,2,49,27025,32228,38904,1
15002,2.00E+05,2,2,2,44,26133,26896,27961,1
15003,170000,1,2,2,45,1953,1366,464,1
15004,190000,2,2,2,46,389,403,0,1
15005,210000,1,1,2,44,2400,152,3250,1
15006,180000,2,3,2,49,651,651,1072,1
15007,190000,2,2,2,43,21117,22163,26789,1
15008,180000,2,3,2,44,0,0,0,1
15009,2.00E+05,1,2,2,45,320635,313060,293055,1
15010,160000,2,3,2,49,0,0,0,1
15011,170000,1,2,2,45,35610,38701,35043,1
15012,190000,2,1,2,48,52775,54397,55328,1
15013,2.00E+05,1,2,2,48,191137,210333,206332,1
15014,180000,2,2,2,45,58501,54932,85672,1
15015,2.00E+05,2,2,2,51,75249,77754,79822,1
15016,160000,2,2,2,47,45088,46040,46998,1
15017,2.00E+05,2,3,2,45,17077,22420,57255,1
15018,180000,2,3,2,46,1049,205,4962,1
15019,190000,1,2,2,46,18925,20223,15883,1
15020,190000,2,2,2,52,99876,72548,74379,1
15021,2.00E+05,2,2,2,45,45004,48119,42958,1
15022,2.00E+05,1,2,2,46,56720,5958,4303,1
15023,160000,2,2,2,53,89336,90337,84905,1
15024,180000,2,2,2,49,1261,1261,1261,1
15025,170000,1,2,2,50,47800,50725,53518,1
15026,140000,2,3,2,47,43243,42537,41370,1
15027,120000,2,2,2,51,327915,342405,344459,1
15028,190000,2,3,2,51,1148,3019,100,1
15029,180000,2,3,2,48,30342,29337,29956,1
15030,230000,2,2,2,43,3707,3347,0,1
15031,240000,2,2,2,44,88822,76400,0,1
15032,190000,1,2,2,48,73267,74425,76347,1
15033,2.00E+05,2,2,2,49,7885,9244,11082,1
15034,180000,2,3,2,44,0,0,0,1
15035,190000,2,1,2,52,5024,798,5921,1
15036,170000,2,3,2,45,0,351,199,1
15037,180000,2,3,2,46,233413,241503,277447,1
15038,210000,2,3,2,44,74829,77970,70557,1
15039,160000,2,3,2,45,1493,1492,1310,1
15040,210000,2,3,2,48,355,0,916,1
15041,180000,1,2,2,49,46800,37395,38591,1
15042,2.00E+05,2,3,2,53,206879,211037,215139,1
15043,160000,1,1,2,47,27705,28452,29693,1
15044,150000,1,2,2,51,0,0,780,1
15045,140000,2,3,2,49,82523,80586,80783,1
15046,180000,2,2,2,44,22259,23418,24443,1
15047,190000,1,2,2,50,15073,15431,16176,1
15048,150000,2,3,2,49,0,0,35063,1
15049,180000,1,2,2,50,667,667,6637,1
15050,230000,1,1,2,45,119511,116086,117580,1
15051,180000,2,1,2,45,27276,26937,26679,1
15052,150000,1,2,2,51,5100,9861,11021,1
15053,160000,2,2,2,42,9545,14350,17118,1
15054,210000,1,1,2,51,10456,13164,12668,1
15055,180000,2,3,2,46,4880,0,0,1
15056,180000,2,3,2,48,155910,158819,161487,1
15057,190000,1,3,2,45,4762,26943,7488,1
15058,2.00E+05,2,3,2,51,243262,238599,198588,1
15059,150000,2,2,2,47,137564,137327,146648,1
15060,190000,1,3,2,51,0,0,0,1
15061,180000,2,2,2,48,15852,16861,17884,1
15062,130000,1,2,2,44,49335,48241,52222,1
15063,180000,2,2,2,51,83762,84677,87748,1
15064,180000,1,1,2,46,99298,101972,115335,1
15065,160000,1,1,2,51,260,58257,42948,1
15066,180000,2,3,2,45,0,0,0,1
15067,2.00E+05,2,4,2,44,157548,164305,156201,1
15068,140000,1,2,2,48,17028,20543,21919,1
15069,220000,1,2,2,47,7129,8850,9733,1
15070,130000,1,2,2,48,28467,29792,29739,1
15071,180000,1,1,2,51,9518,9217,10557,1
15072,170000,1,1,2,51,17543,17888,18577,1
15073,150000,1,2,2,52,117868,114483,118855,1
15074,240000,2,1,2,47,23268,24377,27164,1
15075,180000,1,2,2,46,7378,7543,7754,1
15076,2.00E+05,1,1,2,47,16127,20035,19416,1
15077,220000,1,1,2,53,33231,34544,35976,1
15078,160000,2,2,2,44,16094,18961,20857,1
15079,210000,2,2,2,49,251330,256988,234260,1
15080,90000,2,2,2,43,5188,12357,28656,1
15081,170000,1,3,2,45,2729,0,0,1
15082,190000,1,2,2,41,42101,43594,44700,1
15083,210000,1,1,2,48,-531,2661,3871,1
15084,150000,2,3,2,46,2560,2343,4689,1
15085,180000,1,3,2,47,776,776,776,1
15086,230000,1,2,2,50,105500,107761,109965,1
15087,180000,1,2,2,52,47406,48332,44295,1
15088,180000,2,2,2,50,8539,9559,12394,1
15089,170000,2,2,2,52,0,0,0,1
15090,240000,1,3,2,55,657,0,2080,1
15091,160000,1,2,2,50,0,0,3240,1
15092,140000,1,3,2,51,3755,0,0,1
15093,210000,1,2,2,44,15547,18186,17606,1
15094,180000,2,3,2,55,0,0,0,1
15095,110000,2,3,1,48,0,0,0,1
15096,190000,1,3,2,53,1670,1479,1479,1
15097,150000,3,2,2,48,8554,1375,2310,1
15098,180000,1,2,2,54,0,1376,3719,1
15099,240000,2,4,2,47,167915,163279,166994,1
15100,210000,2,3,2,49,12639,13419,18171,1
15101,130000,1,2,2,43,28447,27721,27009,1
15102,210000,1,3,2,54,326,326,326,1
15103,210000,1,3,2,53,390,390,0,1
15104,190000,1,2,2,46,3077,1651,1060,1
15105,140000,1,1,2,45,75112,24530,13375,1
15106,150000,1,2,2,50,26782,29104,30027,1
15107,170000,2,3,2,50,309250,314607,322032,1
15108,180000,1,1,2,46,242526,228858,218878,1
15109,180000,2,3,2,51,2196,1634,1586,1
15110,170000,1,3,2,46,40669,43102,44313,1
15111,160000,1,2,2,53,0,0,0,1
15112,240000,2,3,2,47,14231,14893,16160,1
15113,150000,1,2,2,44,165,341,165,1
15114,250000,2,1,2,47,0,0,0,1
15115,160000,1,1,2,51,157249,148123,142852,1
15116,150000,1,4,2,44,5374,12360,20721,1
15117,170000,1,2,2,49,-2650,-2650,-2650,1
15118,230000,1,2,2,46,338624,338272,339191,1
15119,190000,1,3,2,48,30625,60003,7147,1
15120,2.00E+05,2,2,2,52,64744,66030,67450,1
15121,1.00E+05,1,2,2,48,5650,3798,6701,1
15122,150000,1,3,2,50,2650,2650,2650,1
15123,160000,2,2,2,52,360,2240,6071,1
15124,170000,1,1,2,50,63236,64683,66510,1
15125,190000,2,2,2,47,0,0,0,1
15126,180000,1,2,2,43,4834,1803,2819,1
15127,180000,2,3,2,50,267336,264929,234214,1
15128,170000,1,2,2,51,180201,181443,155045,1
15129,250000,1,1,2,50,13278,12773,16179,1
15130,180000,1,1,2,49,238166,236686,186613,1
15131,150000,1,2,2,54,192654,195725,197466,1
15132,190000,1,2,2,51,151123,134736,135593,1
15133,180000,3,2,2,45,5239,3434,4845,1
15134,240000,2,3,2,45,14682,1220,4048,1
15135,210000,2,3,2,46,0,0,0,1
15136,160000,1,2,2,52,19068,19947,21124,1
15137,170000,2,3,2,49,49624,48530,50255,1
15138,190000,1,2,2,48,46993,48208,49598,1
15139,160000,2,1,2,51,6783,0,0,1
15140,90000,1,2,2,53,45797,47226,48065,1
15141,180000,2,2,2,51,86919,83200,80389,1
15142,190000,2,1,2,53,102629,85817,78898,1
15143,1.00E+05,2,3,2,50,77278,83357,85229,1
15144,2.00E+05,1,1,2,52,39577,39995,38049,1
15145,240000,1,2,2,50,739,739,-200,1
15146,2.00E+05,2,3,2,46,17893,20669,20050,1
15147,220000,1,1,2,46,160596,155508,149627,1
15148,140000,2,2,2,44,219757,214747,227698,1
15149,190000,2,3,2,48,280323,284176,283680,1
15150,180000,1,2,2,52,2077,1588,41513,1
15151,1.00E+05,2,3,2,56,8328,24491,26085,1
15152,180000,2,2,2,53,41052,42081,41131,1
15153,170000,1,2,2,52,17880,19288,20313,1
15154,180000,1,2,2,49,4201,0,0,1
15155,180000,2,3,2,50,326,326,546,1
15156,220000,2,2,2,47,308361,314507,320167,1
15157,160000,2,2,2,50,2376,2870,390,1
15158,190000,2,3,2,47,2500,2500,0,1
15159,210000,1,2,2,49,70492,68652,67881,1
15160,160000,2,2,2,50,23368,27050,27086,1
15161,160000,1,2,2,43,197810,201362,164183,1
15162,190000,1,2,2,50,21638,21008,20388,1
15163,2.00E+05,1,2,2,46,782,316,0,1
15164,180000,2,2,2,46,258150,265961,258903,1
15165,140000,1,1,2,46,14840,8435,6991,1
15166,190000,1,2,2,52,226319,230825,234832,1
15167,190000,1,3,2,49,33794,10570,-28,1
15168,210000,1,2,2,52,20392,19772,22234,1
15169,160000,1,3,2,44,105610,106885,108706,1
15170,150000,1,3,2,49,246915,243234,238172,1
15171,180000,2,3,2,55,699,0,26808,1
15172,150000,1,3,2,47,2217,61328,2877,1
15173,180000,2,3,2,46,934,0,0,1
15174,180000,2,3,2,43,157067,155760,153047,1
15175,220000,1,3,2,50,7845,2956,3161,1
15176,2.00E+05,1,1,2,43,62636,61808,22227,1
15177,2.00E+05,1,2,2,52,68571,69845,71434,1
15178,210000,1,3,2,48,6012,0,1897,1
15179,2.00E+05,2,1,2,47,0,0,0,1
15180,220000,1,3,2,56,-84,-474,800,1
15181,2.00E+05,1,2,2,46,78063,79346,77977,1
15182,210000,1,2,2,53,66447,66759,68200,1
15183,140000,1,2,2,47,0,0,0,1
15184,190000,2,2,2,49,0,0,0,1
15185,2.00E+05,1,2,2,48,390,390,390,1
15186,160000,1,1,2,43,162567,163900,145992,1
15187,180000,2,1,2,47,11847,62478,55887,1
15188,140000,3,1,2,49,12174,15035,14509,1
15189,170000,2,2,2,50,260,130,130,1
15190,170000,2,3,2,49,780,390,390,1
15191,2.00E+05,2,2,2,48,3948,5899,4080,1
15192,150000,1,2,2,49,2359,2410,2151,1
15193,210000,1,2,2,50,252814,255974,110389,1
15194,170000,1,2,2,47,43662,44733,45775,1
15195,130000,2,1,2,49,0,0,0,1
15196,180000,1,2,2,50,155351,159591,163665,1
15197,170000,2,1,2,45,24524,25546,28820,1
15198,210000,1,2,2,46,2002,1056,4680,1
15199,170000,1,1,2,52,1183,41263,40206,1
15200,140000,1,1,2,47,92454,94156,91710,1
15201,130000,2,3,2,47,1070,0,0,1
15202,160000,1,1,2,49,18308,19973,21000,1
15203,180000,1,2,2,49,110970,117076,113778,1
15204,150000,2,2,2,49,29647,30845,32821,1
15205,230000,1,2,2,43,1662,3347,4140,1
15206,180000,1,3,2,47,268775,262956,268463,1
15207,170000,2,2,2,51,0,0,0,1
15208,240000,1,2,2,53,118131,116607,108720,1
15209,190000,2,3,2,47,238795,243621,259517,1
15210,170000,1,3,2,49,88176,21956,24815,1
15211,190000,2,2,2,46,671,671,671,1
15212,150000,1,3,2,51,1343,437,2297,1
15213,240000,2,2,2,42,82640,85505,87587,1
15214,180000,1,2,2,52,0,0,1100,1
15215,140000,1,1,2,50,138391,135476,135956,1
15216,160000,1,1,2,50,91982,99328,96898,1
15217,190000,1,2,2,51,0,0,0,1
15218,220000,2,2,2,44,4576,1872,2511,1
15219,170000,2,2,2,54,1876,1690,429,1
15220,140000,2,3,2,51,86454,61510,62921,1
15221,160000,1,1,2,48,1937,640,1751,1
15222,150000,1,2,2,46,3098,2901,3800,1
15223,2.00E+05,1,2,2,52,4918,4694,6547,1
15224,2.00E+05,2,2,2,48,313956,314859,307371,1
15225,2.00E+05,2,1,2,44,45412,32091,36633,1
15226,170000,1,3,2,46,629,622,3074,1
15227,160000,1,3,2,49,8561,682,15714,1
15228,160000,1,1,2,46,1500,0,0,1
15229,210000,2,3,2,49,416,416,416,1
15230,160000,2,2,2,45,88093,85730,54727,1
15231,2.00E+05,1,2,2,50,6015,7810,2760,1
15232,250000,1,1,2,45,88818,90585,92485,1
15233,140000,1,2,2,53,12780,850,850,1
15234,210000,2,2,2,46,0,0,0,1
15235,210000,2,2,2,49,1200,1200,1200,1
15236,140000,1,1,2,51,8090,0,3398,1
15237,2.00E+05,2,2,2,44,358895,346575,345088,1
15238,160000,2,2,2,43,0,0,0,1
15239,250000,1,2,2,47,548551,546741,535509,1
15240,150000,1,2,2,45,24622,26999,28071,1
15241,130000,2,3,2,49,5130,4903,4679,1
15242,160000,2,1,2,45,6904,-507,751,1
15243,160000,1,3,2,42,1013,0,2320,1
15244,180000,2,1,2,48,0,0,0,1
15245,170000,2,2,2,43,390,0,780,1
15246,220000,1,2,2,45,0,0,0,1
15247,2.00E+05,1,2,2,48,15833,15286,17021,1
15248,220000,1,3,2,47,34359,33521,34685,1
15249,230000,2,2,2,45,0,0,0,1
15250,170000,2,3,2,45,2095,7733,0,1
15251,280000,2,3,2,50,0,0,0,1
15252,230000,1,2,2,48,77020,76246,49428,1
15253,250000,2,2,2,50,1154,1368,1080,1
15254,220000,2,3,2,51,15001,12751,2318,1
15255,290000,2,2,2,49,189,2249,3551,1
15256,270000,1,2,2,51,8217,9910,12146,1
15257,220000,1,2,2,50,29498,28718,29761,1
15258,340000,1,2,2,52,16983,16413,21128,1
15259,290000,2,2,2,54,31708,30904,31953,1
15260,240000,2,2,2,45,91344,92309,94421,1
15261,270000,1,2,2,51,1500,0,0,1
15262,280000,2,3,2,48,332,332,538,1
15263,210000,2,2,2,51,36434,39925,43350,1
15264,260000,2,2,2,52,68493,70275,68592,1
15265,260000,2,3,2,44,18480,3958,-86,1
15266,210000,1,2,2,49,10485,274,9333,1
15267,240000,1,2,2,47,16335,15780,18411,1
15268,230000,1,3,2,51,103307,97590,99560,1
15269,260000,1,2,2,48,29202,30420,32222,1
15270,280000,1,2,2,54,78959,76699,81477,1
15271,230000,1,2,2,49,-10,8846,6731,1
15272,230000,2,1,2,50,3096,518,4988,1
15273,260000,2,3,2,45,127204,247984,125502,1
15274,290000,2,2,2,50,112900,0,0,1
15275,320000,2,3,2,55,5488,1788,2840,1
15276,260000,1,2,2,46,1054,2869,5567,1
15277,240000,1,2,2,49,3204,4888,0,1
15278,230000,1,2,2,46,279065,273067,278910,1
15279,240000,2,3,2,48,164691,167489,170329,1
15280,220000,2,2,2,46,129966,123747,106582,1
15281,210000,1,2,2,45,15379,17802,19212,1
15282,270000,1,1,2,48,11691,14179,13662,1
15283,270000,2,3,2,44,0,0,0,1
15284,220000,1,1,2,49,11771,13462,17706,1
15285,240000,2,2,2,46,7604,7320,150,1
15286,290000,2,2,2,46,168179,159008,157164,1
15287,280000,1,2,2,51,9511,35852,36875,1
15288,290000,2,3,2,50,-18,-18,-18,1
15289,250000,1,3,2,50,107425,109678,111948,1
15290,270000,2,3,2,50,-109,-109,-109,1
15291,240000,1,3,2,43,-113,-113,10887,1
15292,270000,1,2,2,46,-20,-20,3640,1
15293,260000,1,3,2,47,0,0,0,1
15294,160000,1,1,2,53,62775,64139,65516,1
15295,250000,1,2,2,53,195437,176420,63142,1
15296,3.00E+05,2,1,2,42,11652,12461,11970,1
15297,2.00E+05,1,2,2,48,7098,4089,0,1
15298,290000,1,2,2,48,27525,28669,28569,1
15299,250000,1,1,2,49,846,1831,2776,1
15300,260000,1,2,2,45,6329,8488,8212,1
15301,210000,3,1,2,50,0,0,0,1
15302,270000,1,1,2,50,40926,43236,45250,1
15303,360000,1,2,2,49,44400,47439,48385,1
15304,290000,1,3,2,51,127928,127530,130168,1
15305,280000,1,1,2,43,88363,87235,88338,1
15306,240000,1,1,2,48,48549,49180,48521,1
15307,220000,2,2,2,48,356,15666,16863,1
15308,270000,1,2,2,46,284128,284204,284041,1
15309,260000,1,3,2,47,0,0,0,1
15310,230000,2,2,2,48,80106,43289,21017,1
15311,260000,1,3,2,45,0,0,0,1
15312,210000,1,2,2,49,83040,81998,83674,1
15313,290000,1,1,2,42,24135,23454,26755,1
15314,260000,1,3,2,46,-1,33982,37844,1
15315,2.00E+05,1,2,2,51,282538,281749,238490,1
15316,160000,1,1,2,49,845,845,1690,1
15317,260000,1,1,2,45,19954,21024,21790,1
15318,210000,2,1,2,46,0,0,0,1
15319,260000,1,1,2,55,15887,16895,18379,1
15320,3.00E+05,1,1,2,46,15399,14859,15913,1
15321,270000,1,2,2,51,70457,73562,71818,1
15322,240000,2,1,2,50,0,0,0,1
15323,230000,1,1,2,46,26590,25869,26947,1
15324,2.00E+05,2,3,2,48,60458,54438,53605,1
15325,230000,2,2,2,48,588,2393,5306,1
15326,240000,1,2,2,49,0,0,0,1
15327,250000,1,1,2,50,61349,61600,61952,1
15328,190000,1,3,2,49,632,948,948,1
15329,230000,1,2,2,50,106341,108711,111510,1
15330,220000,3,1,2,47,49326,50302,50036,1
15331,270000,1,2,2,47,1376,4038,313,1
15332,250000,1,2,2,45,68859,70428,71902,1
15333,250000,2,3,1,41,90226,90378,27831,1
15334,240000,2,2,1,46,21839,22771,23700,1
15335,220000,2,2,1,50,82671,78750,66605,1
15336,190000,2,2,1,53,2542,3556,4490,1
15337,2.00E+05,2,2,1,49,0,0,0,1
15338,160000,2,3,1,46,0,0,0,1
15339,250000,2,2,1,49,88766,91466,93182,1
15340,3.00E+05,1,2,1,50,13294,12799,12311,1
15341,2.00E+05,2,2,1,48,15021,17452,19853,1
15342,280000,2,2,1,48,14542,14011,16899,1
15343,210000,2,3,1,46,19231,20235,21579,1
15344,210000,2,3,1,50,28725,28424,30965,1
15345,230000,2,2,1,43,17456,16896,16345,1
15346,240000,1,1,1,44,45458,46450,47599,1
15347,250000,2,2,1,48,18292,17710,17137,1
15348,3.00E+05,2,2,1,49,29193,30214,31130,1
15349,270000,2,2,1,48,47568,46482,44546,1
15350,270000,2,1,1,56,14665,14146,13634,1
15351,250000,2,2,1,47,20873,20240,20365,1
15352,280000,2,3,1,40,720,100,1192,1
15353,290000,2,2,1,49,46980,47809,49040,1
15354,270000,2,2,1,48,12546,13830,14599,1
15355,280000,2,2,1,51,17286,18199,18559,1
15356,240000,2,2,1,51,63119,61304,54675,1
15357,220000,2,2,1,45,15789,16831,20404,1
15358,250000,2,2,1,50,16029,17039,18064,1
15359,230000,2,3,1,49,1544,1049,2067,1
15360,240000,2,2,1,46,58072,59040,57416,1
15361,260000,2,2,1,49,24279,25281,26568,1
15362,210000,2,1,1,49,20569,19927,16371,1
15363,310000,2,2,1,52,17996,19102,19117,1
15364,280000,2,3,1,44,1188,1803,777,1
15365,3.00E+05,2,2,1,49,142697,137269,133767,1
15366,260000,1,2,1,44,1050,1050,1050,1
15367,310000,2,3,1,49,138825,135233,130038,1
15368,310000,2,2,1,50,28651,41897,43032,1
15369,3.00E+05,2,2,1,48,7326,7060,8240,1
15370,220000,2,1,1,48,58009,56479,63633,1
15371,230000,2,3,1,50,51042,48878,47884,1
15372,250000,2,1,1,44,1200,1200,1200,1
15373,320000,2,2,1,49,16226,15682,15146,1
15374,3.00E+05,2,2,1,45,209479,211302,-4244,1
15375,250000,2,2,1,50,14597,15614,18246,1
15376,280000,1,2,1,44,23451,22781,24108,1
15377,290000,2,3,1,45,194,678,1032,1
15378,250000,2,2,1,50,58324,56789,58276,1
15379,220000,2,2,1,52,38916,37990,42382,1
15380,270000,2,4,2,45,0,0,0,1
15381,3.00E+05,2,3,1,46,711,1141,210,1
15382,280000,2,2,1,40,17103,18312,19516,1
15383,280000,2,2,1,53,55700,58362,56598,1
15384,240000,2,2,1,51,2500,2500,2500,1
15385,2.00E+05,2,2,1,43,109241,111541,113676,1
15386,210000,1,2,1,43,12237,11756,11281,1
15387,260000,2,2,1,46,2400,2400,2400,1
15388,290000,1,2,1,50,28249,19304,5742,1
15389,240000,2,3,1,45,-190,-620,-1050,1
15390,3.00E+05,2,2,1,53,113556,114844,117777,1
15391,230000,1,1,1,44,16925,12216,1179,1
